0,1,2
治疗 痔疮 治疗 手术 治疗 治疗 栓剂 手术 治疗 注射 缝合 结扎 手术 激光 预防 纤维素 排便,治疗 痔疮 治疗 手术 治疗 治疗 栓剂 手术 治疗 注射 缝合 结扎 手术 激光 预防 纤维素 排便,1
混合痔 肛裂 混合痔 复发 出血 混合痔 手术 治疗 排便 药物 预防 感染,怀孕,0
检查 胎儿 双顶径 胎儿 月经 怀孕 发育 营养 碳酸钙 乐力钙 肝脏,皮炎 症状 治疗,0
产后 排便 疼痛 产后 便秘 产后 产后 产后 便秘 产后 体外 开塞露 软化 便秘,精神,0
疫苗,阳虚 症状 四肢 畏寒 水肿 症状 症状 盗汗 虚汗 头晕 耳鸣,0
羊水过少 羊膜 分泌 胎儿 发育 羊水 补液 维生素,疼痛 肩周炎 乳腺 疾病 症状 乳房,0
症状 治疗 精神,痔疮 排便,0
月经 排卵 月经 月经 检测 怀孕,疾病 发育 整形科,0
血压 检查 血管 神经系统 CT 血管 多普勒 检查,症状 口干 口臭 中药 治疗 栀子 黄芩 连翘 木通,0
精神,B超 检查 胎儿,0
治疗,治疗,1
痔疮 痔疮 药物 治疗 手术 治疗,肾功能 发育,0
排便 通便灵胶囊 缓解 便秘,病程,0
高危 羊水 羊水,前列腺 药物 药物 部位 药物 治疗 药物 药物 治疗 医院 病因 治疗,0
胎儿 胎儿 胎儿 胎儿 发育,六味地黄丸 治疗,0
哺乳期 发育,骨折 肢体,0
器官 发育 胎儿 畸形,糖尿病 患者 医院 检查 化验 血糖,0
手术 妊娠 怀孕 月经 怀孕 怀孕 怀孕 手术,肾功能 发育,0
便秘,胎儿 怀孕,0
月经 月经 排卵,脂肪组织 疾病 医院 外科 检查 治疗 脂肪 治疗,0
中医 治疗 桂附地黄丸,排便 排便 卫生 排便 肠道 排便 手术,0
混合痔 混合痔 脱出 药物 治疗 缓解 医院 手术 治疗,疫苗,0
胎儿 怀孕,痔疮 手术 治疗 肛门 按摩 痔疮 康复 金霉素 痔疮膏 肛门 肛门 痔疮 吸收 痔疮 医院 消化 痔疮 医院,0
排卵 月经 排卵 排卵 怀孕,风湿性关节炎 急性 慢性 结缔组织 炎症 发作 心脏 临床 关节 肌肉 疼痛 风湿热 急性 发热 关节 疼痛 起病 矫形 手术 关节 滑膜 手术 治愈 疾病 关节,0
坐骨神经痛 病因 椎间盘 缓解 神经根 治疗 髓核 静脉 神经根 软组织 水肿,排卵 月经 排卵 排卵 怀孕,0
湿疹 慢性 皮肤 病因 复发 皮肤 瘙痒 湿疹 医院 治疗,叶酸 营养 维生素,0
晚期 症状,精液 阴道 怀孕 怀孕 避孕套 避孕 精子 怀孕 月经 怀孕,0
口臭 口腔 疾病 疾病 消化 胃炎 检查 胃病 消化,怀孕,0
混合痔 混合痔 脱出 药物 治疗 缓解 医院 手术 治疗,怀孕,0
皮肤 过敏 皮肤病 口服 药物 乳膏,人体 胎儿 畸形,0
血压 高压 低压,肌肉 便秘 肛门 直肠 脱出 便秘 痔疮,0
检查 胎儿 发育 孕妇 出血 妊娠,检查 B超 检查 胎盘 羊水 胎儿 发育 检查 疾病,1
发育,血压 低压 高压,0
咳嗽 疫苗,知柏地黄丸 左归丸 治疗 生理,0
检查 阴道炎 临床 诊断 消炎 药物 治疗,阴道炎 白带 阴道炎 怀孕 症状 消毒 消毒液 细菌 治疗,1
针灸 按摩 刮痧 芬必得 缓解 症状,空腹 血糖,0
坐骨神经痛 坐骨神经 病变 坐骨神经 外伤 腰椎 检查 腰椎,酚酞片 消化,0
排卵 排卵 月经 避孕 怀孕,月经 月经 排卵,1
症状 肛裂 痔疮 医院 肛肠科 检查 诊断 排便 便秘 肛门 卫生 肛门 感染,患者 治愈 肛门 瘙痒 痔疮 湿疹 肛门 直肠 疾病 发作 肛门镜 检查,1
出血 痔疮 痔疮 肠炎 治疗 痔疮 肛裂 肛肠 医院 手术 康复 治疗 痔疮 肛裂,出血 痔疮 痔疮 肠炎 治疗 痔疮 肛裂 肛肠 医院 手术 康复 治疗 痔疮 肛裂,1
巩膜 充血 卫生 预防 疾病 缓解,中医,0
早泄 阴茎 阴道 阴道 射精 阴茎 阴道 接触 射精 早泄 治疗 病因 治疗 病因 精神 前列腺炎 包皮过长 神经 内分泌 失调 病因 治疗 医院 治疗,前列腺炎 疾病 前列腺炎 包皮过长 治疗 抗生素 物理疗法 药物 治疗 消化 前列腺 治疗 感染 医院,1
呼吸 胎儿 发育 诊断 胎儿 先天性 畸形 先天性 心脏 疾病 检查 空腹,呼吸 胎儿 发育 诊断 胎儿 先天性 畸形 先天性 心脏 疾病 检查 空腹,1
痔疮 症状 瘙痒 便血 疼痛 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗,人体 直肠 粘膜 肛管 皮肤 静脉丛 扩张 痔疮 医学 痔疮 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 治疗 诊断 手术 治疗,1
内分泌 紊乱 性激素 检查 治疗 乌鸡白凤丸 月经 医院 空腹 检查 检测,怀孕 月经 精神 内分泌 失调 激素 医院 检查 注射 黄体酮 补血 逍遥丸 乌鸡白凤丸 月经,1
中药 咳嗽 支气管炎 支气管 肺炎 中药 治疗,神经 肌电图 检查,0
体内 脂肪 生理 脂肪 脂肪 体重 肌肉,感冒 感冒 中医 医院 中医 医院 中药,0
胎儿,白癜风 症状 光滑 皮肤 症状 白癜风 白癜风 慢性病 诊断 治疗 医院 白癜风 治疗 治疗 白癜风 患者 治疗,0
神经 失调 治疗 中医 治疗 首乌,痔疮 排便 预防 便秘,0
检查 优甲乐 治疗,排卵 月经 排卵 排卵 怀孕,0
脂肪肝 脂肪,初潮 月经 不规则 出血 子宫 出血 卵巢 雌激素 卵巢 月经,0
患者 咳嗽 尿液 骨盆 肌肉 缓解 口服 缩泉丸 治疗,患者 咳嗽 尿液 骨盆 肌肉 缓解 口服 缩泉丸 治疗,1
痔疮 遗传性 痔疮 出血 出血 出血 便秘 出血 诱因 脱出 脱出 肛门 肛门 痔疮 手术 缓解 便秘 痔疮 手术,感冒,0
针灸 按摩 刮痧 芬必得 缓解 症状,中药 理疗 消炎 止痛 药物 针灸 按摩 治疗,1
怀孕 月经 月经 排卵 排卵 月经 月经 怀孕,疫苗,0
症状 脑炎,营养 营养 营养,0
怀孕,骨痂 骨痂 吸收 治疗,0
排卵 月经 排卵 B超 监测 排卵 月经 月经,肾病 患者 水痘 疫苗,0
肛门 瘙痒 瘙痒 肤轻松软膏 中药 疗程 洁尔阴洗液 洗液 皮肤,感冒,0
支气管炎 细菌 病毒 感染 口服液 口服液,医院 骨科,0
转氨酶 肝功能 转氨酶 维生素 免疫系统 细菌 免疫力,症状 麻木 疼痛 小针刀治疗 治疗,0
便秘 排便 便秘 性状 便秘 病因 便秘 便秘 患者 纤维素,怀孕,0
优生学 保健 产前 检查 胎儿 发育 医院,中药 咳嗽 支气管炎 支气管 肺炎 中药 治疗,0
羊水 混浊 胎粪 胎儿 缺氧 胎儿 胎粪 吸入性肺炎 胎儿 发育 妊娠,针灸 按摩,0
消化,腰椎 神经 症状,0
营养 体重,混合痔 肛裂 混合痔 复发 出血 混合痔 手术 治疗 排便 药物 预防 感染,0
感冒,血液 病因 脑动脉硬化 症状 眩晕 疲劳 药物 治疗 阿司匹林 药物 血小板 血液 慢性 养血清脑颗粒,0
猕猴桃,病人 艾滋病 感染 症状 病人 感染 传染性 单核细胞 症状 发热 呕吐 腹泻 淋巴结 不规则 发热 慢性 腹泻 厌食 体重 舌尖 神经 症状 感染 皮疹 抗体 抗体 急性期 临床 症状 体内 艾滋病 潜伏期 艾滋病,0
怀孕 月经 月经 排卵 排卵 月经 月经 怀孕,损伤 恢复,0
避孕药 月经 紊乱 避孕,避孕药 月经 怀孕 检测,1
细菌 病毒 感染 不适 鼻塞 流涕 发烧 症状 临床 感冒 病毒 变异性 病毒 感染 医院 治疗,营养,0
糖尿病 空腹 血糖 临床 糖尿病 空腹 血糖 诊断 血糖 血糖 糖尿病 糖尿病 医院 血糖 诊断,骨折 治疗 损伤 愈合 恢复 热敷 按摩 恢复,0
疾病 痔疮 预防 人体 盆腔 充血 预防 痔疮 痔疮 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 治疗 手术 内痔 外痔 混合痔 症状,怀孕 痔疮 痔疮 疾病 妊娠 胎儿 静脉 静脉 静脉 静脉 扩张 痔疮 排便 出血 外痔 疼痛 肛门 肿物 中药 出血 医院 注射 手术 治疗,1
胎儿 胎儿 胎儿 胎儿 发育,过敏 症状 药物 治疗 治疗,0
皮肤 祛痘 皮肤,脾肾两虚 脾肾两虚 腰膝酸软 疼痛 腹痛 腹泻 腹胀 脾肾双补丸 治疗,0
高血压 糖尿病 动脉硬化,手术 抵抗力 恢复 月经 手术 医院 复诊 恢复 医院 恢复,0
胃炎 溃疡 胃镜 诊断 治疗 奥美拉唑 丽珠得乐 克拉霉素 治疗,晚孕,0
妇科 炎症 白带 检查 炎症 阴道,阴道 医院 检查,1
诊断 痔疮 直肠 息肉 直肠 肛管 医院 诊断 检查 肠镜 疾病,口服,0
外科,血糖 空腹 血糖 正常值 血糖,0
呕吐 食管 反射 恶心 呕吐 呕吐 恶心 呕吐 反射 呕吐 脱水 紊乱 并发症 呕吐 治疗 呕吐 脱水 症状 脱水 口服 脱水 酸中毒,染色体 治疗,0
营养 体重,症状 口腔 疾病 口臭 症状 中医 清热解毒 治疗 治疗 疾病 症状 中医 中药 治疗,0
高血压 糖尿病 动脉硬化,感染 治疗,0
中药 治疗,高血压 糖尿病 动脉硬化,0
皮肤 过敏 口服 赛庚啶 治疗 炉甘石洗剂 卫生 发作 医院 过敏 接触 脱敏疗法,口服 赛庚啶 治疗 炉甘石洗剂 卫生 发作 医院 过敏 接触,1
激素 分泌 激素 分泌 抑制 激素 体内 激素,疫苗,0
呼吸,月经 乳房 乳房 怀孕 乳头 色素沉着 怀孕 怀孕 乳房 乳头 疼痛 怀孕,0
孕妇 胎儿 胎儿 窒息,治疗,0
肝脏,皮肤 治疗 祛风 药物 祛风 活血 治疗 针灸 治疗 治愈,0
检查 洗液 卫生,治疗 视力 散光 视力 疲劳 矫正 矫正 矫正 矫正,0
胎儿 胎位 面先露 骨盆 枕骨 骨盆 胎位 胎位,痔疮 排便 预防 便秘,0
阴道炎 感染 症状 检查 白带 阴道炎 治疗,检查 阴道炎 临床 诊断 消炎 药物 治疗,1
胎儿,月经 白带 炎症 医院 检查 治疗,0
月经 药物 怀孕 内分泌 失调 妇科 疾病 医院 检查 怀孕 激素 检查 子宫 疾病 治疗,月经 月经 内分泌 失调 医院 病因 治疗 治疗 月经 检查 B超 性激素 病因 治疗 调经 中药,1
脾虚 消化 补脾益肠丸,疾病 紊乱 视神经 中枢 肿瘤 视交叉 视神经 症状 医院 眼科 检查 疾病 检查 病因,0
排卵 排卵 月经 避孕 怀孕,复方阿胶浆 黑豆,0
治疗,怀孕 怀孕 精子 卵子 怀孕 月经 怀孕 月经 怀孕 怀孕 怀孕,0
流产 阴道 腹痛 医院 B超 检查,怀孕 不适 怀孕 腹痛 出血 症状 医院 B超 检查 出血,1
乳腺炎 肿块 增生 乳腺 疾病 卫生 治疗 医院 检查 治疗,胎儿,0
眩晕停 疾病 眩晕 呕吐 椎基底动脉 紊乱 高血压 低血压 药物 中毒 手术 麻醉 呕吐 预防 治疗 天麻素 安眠 神经衰弱 失眠 头痛 症状 缓解 中药 天麻 治疗 肢体 麻木 抽搐 临床 治疗 治疗 前庭 治疗 医院 检查 病因 治疗,脾虚 失调,0
避孕 月经 怀孕 月经 检查 阳性 怀孕 医院 检查 检查 怀孕,怀孕 医院 检查,1
腰椎 理疗 手术 治疗 治疗,血糖 空腹 血糖 正常值 血糖,0
怀孕,阳虚 临床 畏寒 下肢 眩晕 精神 舌淡 阳痿 早泄 久泄 完谷不化 五更泄泻 凹陷 药物 治疗 阳虚 患者 肉桂,0
胎儿,红斑 红肿 瘙痒 症状 炉甘石洗剂 治疗 瘙痒 氯雷他定片 药物 缓解 卫生 医院,0
产前,肛裂 患者 便秘 肛门 充血 肛裂 治疗 消化 治疗,0
坏死 失调 中药 内分泌,预防 感冒 预防 接种 疫苗 预防 感冒,0
充血 皮肤 充血 皮肤,治疗 中医 治疗,0
睡眠 营养 消化,淋巴结炎 外科 病理 活检 病理 症状 手术,0
包皮 手术 吸收 吸收 医院,感冒,0
月经 月经,治疗,0
血糖 空腹 血糖 正常值 血糖,痔疮 肛裂 激素 治疗,0
感冒 咳嗽痰多 治疗,腰椎 治疗 按摩 针灸 理疗 药物 缓解 症状 髓核 复位 骨科 检查 手术 治疗 理疗,0
过敏性哮喘 患者 过敏 患者 鼻涕 流泪 症状,失调,0
怀孕 阴道 医院 检查 早产 医院 检查,月经 早孕 检测 阳性 怀孕 医院 B超 检查,1
痔疮 治疗 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗,疾病 痔疮 预防 人体 盆腔 充血 预防 痔疮 痔疮 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 治疗 手术 内痔 外痔 混合痔 症状,1
贫血 医院 内科 检查 治疗,化验 血常规 贫血 治疗,1
搽剂 治疗 皮肤 药物,人体 胎儿 畸形,0
粘膜 皮肤,患者 胸痛 苍白 症状 心绞痛 诊断 患者 医院 心电图 心脏 检查,0
手术 假体 植入 手术 手术,便秘 便秘 便秘 纤维素 润肠通便 便秘 预防 新清宁片,0
中风 后遗症 神经 药物 治疗,排卵 检测 排卵 阴茎 精子,0
精神,肝胆湿热 症状 知柏地黄丸 知柏地黄丸 湿热 化生,0
中医 脾虚 胃痛 健脾益气 人参健脾丸,艾滋病 感染 特异性 症状 症状 感染 高危 医院 检查,0
肝脏,过敏性紫癜 医院 治疗 云南白药胶囊 医院,0
月经 月经,口臭 症状 口臭 体内 毒素 治疗 消炎 抗菌 清热解毒 治疗,0
粘膜 皮肤,胎儿 双顶径 怀孕 股骨长 怀孕 胎儿 发育 体重 胎儿,0
营养 维生素,血压 低压 高压,0
怀孕,复发 患者 精神 诱因 人体 部位 真菌 感染 手足癣 表皮 角质层 疼痛,0
接种 医院,脾肾两虚 脾肾两虚 腰膝酸软 疼痛 腹痛 腹泻 腹胀 脾肾双补丸 治疗,0
口服 赛庚啶 炉甘石洗剂 药物 治疗 患者,排卵 月经 排卵 排卵 怀孕,0
痔疮 治疗 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗,口服 槐角丸 痔疮膏 治疗 手术 治疗 医院 治疗,1
药物 药物 治疗 药物 手术 药物 治愈,哺乳期 发育,0
桂枝茯苓胶囊 脾胃,剖宫产 分娩 胎儿 窒息,0
精神 治疗,怀孕 感冒 感冒 胎儿 咳嗽 感冒 症状 咳嗽 胎儿 咳嗽 流产 炎症,0
高危 羊水 羊水,咳嗽 咽喉炎 五官科 治疗 治疗 检查 舒张 变异性,0
高血压 糖尿病 动脉硬化,中医 治疗 野菊花 山豆根 蒲公英 桔梗 板兰根 麦冬 抵抗力,0
排卵 月经 卵子 卵巢 受精 精子 受精 卵子 排卵 排卵,头痛,0
出血 流产 流产 医院 检查 B超 保胎 治疗 治疗 外阴 感染,脾虚 失调,0
医院 检查 治疗,患者 检查 治疗,1
患者 感染 肛门 部位 不适 疼痛 症状 出血 感染 肛门 瘘管 脓肿 并发症 痔疮 医院 内痔 外痔 混合痔 症状 患者 病因 治疗 痔疮 医院,痔疮 人体 直肠 粘膜 肛管 皮肤 静脉丛 扩张 息肉 人体 肿块 良性肿瘤 肛门 息肉 肛管 直肠 粘膜 慢性 良性肿瘤 医院 检查 治疗,1
精液 阴道 怀孕 怀孕 避孕套 避孕 精子 怀孕 月经 怀孕,怀孕 体外 射精 怀孕 阴茎 阴道 精液 阴道 射精 射精 阴茎 阴道 精液 阴道 精液 精子 怀孕,1
良性肿瘤 手术,良性肿瘤 手术,1
大脑,症状 阳虚 阳虚 症状 乏力 四肢 畏寒 水肿 症状 中医 阳虚,0
口臭 口腔 疾病 疾病 消化 胃炎 检查 胃病 消化,肾功能 发育,0
人体 免疫力 厌食 人体 免疫力,中医,0
感冒 感冒软胶囊 正柴胡饮 药物,晚孕,0
畸形,便秘 便秘 治疗 便秘 药物 治疗 便秘,0
贫血 营养 营养 蛋白质,前列腺 药物 药物 部位 药物 治疗 药物 药物 治疗 医院 病因 治疗,0
脂肪组织 疾病 医院 外科 检查 治疗 脂肪 治疗,过敏性哮喘 患者 过敏 患者 鼻涕 流泪 症状,0
椎间盘 劳损 变性 纤维环 髓核 脱出 脊髓 症状 治疗 按摩 针灸 理疗 中药 治疗 扭伤 疲劳,腰椎 椎间盘 理疗 中药 治疗 手术 治疗 治疗,1
怀孕 早孕,精神,0
感冒,月经 内分泌 月经 子宫内膜炎 妇科 疾病 月经 医院 检查 B超 性激素 病因 治疗,0
早孕 月经 早孕 月经 怀孕,痛风 治疗 治疗 骨髓 嘌呤 嘌呤 嘌呤 肾脏 药物 药物 消炎痛 布洛芬 缓解 关节 疼痛 症状,0
中医,手术 妊娠 怀孕 月经 怀孕 怀孕 怀孕 手术,0
治疗 尿路梗阻 疼痛 症状 输尿管 松解 手术 治疗,治疗 尿路梗阻 疼痛 症状 输尿管 松解 手术 治疗,1
腰椎 治疗 按摩 针灸 理疗 药物 缓解 症状 髓核 复位 骨科 检查 手术 治疗 理疗,脂肪肝 脂肪,0
呼吸,发热 病毒 感染 疾病 医院 神经科 诊治 检查 治疗,0
医院 激光 激光 毛细血管 胎记 患者,中医 脾虚 胃痛 健脾益气 人参健脾丸,0
腰椎 坐骨神经 麻木 症状 医院 骨外科 手术 治疗,羊水 胎儿 缺氧 胎儿 缺氧,0
咽炎 治疗 咽炎 医院 检查 川贝,月经 月经,0
感染 卫生,脾虚 失调,0
癫痫 发作 发作 意识 肢体 抽搐 擦伤 精神 药物 抑制 大脑 兴奋性 癫痫 发作 癫痫 发作 药物 患者 治疗,癫痫 一次性 发作 病人 脑电图 癫痫 发作 一次性 抽搐 意识 临床 发作 治疗 癫痫 患者 治疗 癫痫 癫痫 发作 癫痫 癫痫 患者 诊断 治疗 治疗 损伤 复发,1
怀孕 检查 胎儿 发育 卫生 营养 胎儿 发育 产前 检查,胎儿 发育 营养 怀孕 营养,1
血糖 空腹 血糖 正常值 血糖,疾病 紊乱 视神经 中枢 肿瘤 视交叉 视神经 症状 医院 眼科 检查 疾病 检查 病因,0
肛裂 患者 便血 疼痛 症状 手术 治疗 愈合 手术,出血 痔疮 痔疮 肠炎 治疗 痔疮 肛裂 肛肠 医院 手术 康复 治疗 痔疮 肛裂,1
早孕 月经 早孕 月经 怀孕,缓解,0
白内障 治疗 白内障 中医 白内障 肝肾阴虚 中药 治疗 手术,孕妇 感冒 喷嚏 流涕 咳嗽 症状,0
排卵 月经 卵子 受精 精子 卵子 排卵 月经 怀孕,抽搐 发育,0
瘢痕 口服 地奥司明,发烧,0
脾胃湿热 胃胀 呕吐 不适 症状 药物 根治 中医 中药 临床 治疗 中药 栀子 当归 砂仁 厚朴 三棱 穿山甲 麦芽 蜂胶 治疗 根治 药物 脾胃湿热 粘膜 治愈 复发,精神,0
怀孕,脊髓炎 脊髓 水肿 麻痹 治疗 神经 恢复 药物 脊髓 缺血 软化 萎缩 恢复,0
症状 检查 治疗 药物 药物 药物 治疗 药物 治疗,症状 症状 手术 治疗 药物 治疗,1
羊水 胎儿 缺氧 胎儿 缺氧,精神 艾滋病 医院 检查 艾滋病 治疗,0
骨折 治疗 损伤 愈合 恢复 热敷 按摩 恢复,脾虚 失调,0
医院 检查 妇科 疾病 乳腺 疾病,感冒,0
阴道炎 检查 白带 病因 治疗 阴道炎 药物 治疗,胎儿,0
骨折 关节 恢复 关节 恢复 恢复,药物 胎儿 发育 妊娠 胎儿 羊水 胎儿,0
过敏 皮肤 营养 皮肤 抵抗力 过敏 过敏 体质,胎儿,0
排卵 月经 卵子 受精 精子 卵子 排卵 月经 怀孕,医院,0
乳腺 增生 良性 病变,呼吸,0
大脑,痔疮 直肠 静脉丛 淤血 静脉丛 扩张 静脉 症状 便血 疼痛 肛门 治疗 药物 治疗 阴道 出血 宫颈 病变 慢性 宫颈炎 妇科 检查,0
怀孕 感冒,排便 肛门 排泄 心脑血管 机能 便秘 肌肉 痔疮 防治 大腿 肛门 呼气,0
糖尿病 患者 医院 检查 化验 血糖,月经 胎儿 发育 胎儿,0
怀孕,中医学 斑秃 中药 毛囊 毛发 口服 激素 毛发 药物 维生素 中药 治疗,0
晚孕,癫痫 发作 发作 意识 肢体 抽搐 擦伤 精神 药物 抑制 大脑 兴奋性 癫痫 发作 癫痫 发作 药物 患者 治疗,0
哺乳期 发育,感染 病毒 治疗 药物 吗啉胍 清热解毒 中药,0
颈椎病 症状 医院 检查 针灸 按摩 口服 天麻胶囊 伸筋活络丸 药物 治疗,颈椎病 症状 医院 检查 针灸 按摩 口服 天麻胶囊 伸筋活络丸 药物 治疗,1
病变 麻木 肌电图 肌肉 神经 肌肉 萎缩 医院 检查 腰椎 腰椎 检查 神经 肌电图 腰椎 病变 治疗 营养神经 药物,婴儿,0
晚孕,细菌 病毒 感染 不适 鼻塞 流涕 发烧 症状 临床 感冒 病毒 变异性 病毒 感染 医院 治疗,0
出血 流产 流产 医院 检查 B超 保胎 治疗 治疗 外阴 感染,怀孕 阴道 出血 症状 流产 医院 检查 B超 诊断 孕妇 阴道 检查 精神 流产,1
阴道炎 检查 白带 病因 治疗 阴道炎 药物 治疗,阴道炎 白带 阴道炎 怀孕 症状 消毒 消毒液 细菌 治疗,1
感染 药物 治疗,脾虚 失调,0
精神 治疗,痔疮 排便 预防 便秘,0
月经 月经 早孕 怀孕 怀孕 怀孕 医院 妊娠 检查,妊娠 妊娠 妊娠 检查 检查,1
